（对接ShipTrack所使用的SCAC）,（贵司的海外仓代码，可自定义代码及编号）,（对应海外仓地址）,（邮编）,（所在州，请填2个英文字母的缩写，如加州写CA）,（对应海外仓面积，单位为【sqft平方尺】，只填数字即可）
scac,warehouseId,warehouse address,zip code,state,warehouse space
